property_type,sector,price,bedRoom,bathroom,balcony,facing,agePossession,Built_up_area,servant room,store room,furnishing_type,facilities,floor_category
house,laxma,0.47,2.0,1,1,East,Moderately Old,624.0,No,Yes,unfurnished,basic,Low Floor
house,sector 7,0.75,1.0,5,3,South-East,Moderately Old,600.0,No,No,semifurnished,basic,Mid Floor
house,sector 103,3.25,0.0,3,4,East,Under Construction,3999.0,No,No,unfurnished,standard,High Floor
house,sector 12,0.53,1.0,4,2,East,Relatively New,360.0,No,No,unfurnished,basic,Mid Floor
house,sector 7,2.3,2.0,3,4,North-East,Old Property,1350.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 13,1.5,2.0,7,3,East,Moderately Old,1299.0,No,No,unfurnished,basic,Mid Floor
house,sector 12,1.35,2.0,5,1,East,Old Property,2052.0,No,No,unfurnished,basic,Mid Floor
house,sector 6,1.25,2.0,5,1,South,New Property,120.0,No,No,unfurnished,basic,Low Floor
house,laxma,0.5,1.0,2,2,West,New Property,450.0,Yes,No,unfurnished,basic,Low Floor
house,sector 2,1.0,3.0,7,4,North,Moderately Old,1215.0,No,No,unfurnished,basic,Mid Floor
house,sector 23,5.5,3.0,9,4,South,Moderately Old,4198.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 28,5.5,2.0,3,3,North,Old Property,1800.0,No,No,unfurnished,basic,Low Floor
house,laxma,0.8,2.0,3,1,East,Moderately Old,675.0,No,No,semifurnished,basic,Low Floor
house,sector 11,0.9,2.0,4,4,South,Moderately Old,900.0,No,No,unfurnished,basic,Mid Floor
house,sector 47,4.3,3.0,4,2,East,Moderately Old,1467.0,No,No,unfurnished,basic,Low Floor
house,sector 11,0.9,2.0,5,3,South,Relatively New,800.0,No,No,unfurnished,basic,Mid Floor
house,sector 24,3.25,1.0,4,3,East,Old Property,1070.0,No,No,unfurnished,basic,Mid Floor
house,laxma,0.38,1.0,1,1,North-West,Moderately Old,450.0,No,No,unfurnished,basic,Low Floor
house,sector 12,3.71,1.0,3,1,East,Moderately Old,1872.0,No,No,unfurnished,basic,Mid Floor
house,sector 28,13.0,10.0,10,4,North,Relatively New,8055.0,No,No,unfurnished,basic,Low Floor
house,sector 2,0.4,2.0,2,1,North,Relatively New,583.0,No,No,unfurnished,basic,Low Floor
house,sector 7,1.3,2.0,3,2,North-East,Old Property,963.0,No,No,unfurnished,basic,Mid Floor
house,sector 92,0.75,2.0,2,3,East,Relatively New,959.0,No,No,unfurnished,standard,Low Floor
house,sohna road,1.55,2.0,3,2,North,New Property,1053.0,No,No,furnished,standard,Low Floor
house,sector 11,4.0,2.0,4,1,North-East,Relatively New,2025.0,No,No,unfurnished,basic,Low Floor
house,sector 50,12.0,2.0,6,4,East,Moderately Old,3240.0,No,No,unfurnished,standard,Mid Floor
house,sector 8,0.45,0.0,1,1,East,Moderately Old,556.0,No,No,unfurnished,basic,Mid Floor
house,sector 11,1.2,2.0,3,0,South,Relatively New,300.0,No,No,unfurnished,basic,Mid Floor
house,sector 6,0.4,4.0,2,2,East,Moderately Old,1600.0,No,No,unfurnished,basic,Low Floor
house,sector 3,1.0,1.0,1,0,East,Moderately Old,1500.0,No,No,unfurnished,basic,Low Floor
house,laxma,0.7,3.0,3,0,East,Moderately Old,117.0,No,No,unfurnished,basic,Low Floor
house,sector 11,3.08,6.0,4,2,South,Relatively New,2700.0,No,No,unfurnished,basic,Low Floor
house,sector 56,2.95,2.0,2,0,North,Relatively New,1458.0,No,No,unfurnished,basic,Low Floor
house,sector 33,8.0,2.0,5,4,East,Relatively New,4500.0,No,No,unfurnished,basic,Mid Floor
house,sector 82,6.5,2.0,3,0,East,Relatively New,3240.0,No,No,unfurnished,basic,Low Floor
house,sector 7,3.0,2.0,7,0,North-East,Old Property,2610.0,No,No,unfurnished,basic,Mid Floor
house,sector 52,8.0,2.0,5,4,East,New Property,3132.0,No,No,unfurnished,basic,Mid Floor
house,sector 12,2.75,3.0,6,2,East,Old Property,2228.0,No,No,unfurnished,basic,Low Floor
house,sector 7,2.25,2.0,3,0,North-East,Old Property,148.0,No,No,unfurnished,basic,Low Floor
house,sector 28,1.45,3.0,2,1,North,Relatively New,1800.0,No,No,unfurnished,basic,Low Floor
house,sector 108,10.5,5.0,4,4,East,Relatively New,7331.0,No,No,unfurnished,standard,Low Floor
house,sector 12,0.38,1.0,3,3,East,Relatively New,900.0,No,No,unfurnished,basic,Mid Floor
house,sector 33,10.0,1.0,6,3,North-East,New Property,550.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 47,4.6,2.0,6,4,East,Moderately Old,1728.0,No,No,unfurnished,standard,Mid Floor
house,sohna road,0.5,2.0,1,2,North,Moderately Old,900.0,No,No,unfurnished,basic,Low Floor
house,sector 39,7.0,2.0,11,4,South-East,Relatively New,7000.0,No,No,furnished,standard,Mid Floor
house,sector 12,0.35,1.0,1,0,East,Old Property,360.0,No,No,unfurnished,basic,Low Floor
house,sector 39,1.6,0.0,1,2,North-East,Old Property,892.0,No,No,unfurnished,standard,Low Floor
house,sector 11,0.24,1.0,2,0,North,Relatively New,450.0,No,No,unfurnished,basic,Low Floor
house,sector 2,5.0,2.0,4,0,North,Moderately Old,4000.0,No,No,unfurnished,basic,Mid Floor
house,sector 39,1.8,0.0,1,2,North-East,Relatively New,800.0,No,No,unfurnished,basic,Mid Floor
house,sector 11,1.8,8.0,5,2,South,Relatively New,2475.0,No,No,unfurnished,basic,Low Floor
house,sector 11,0.44,3.0,2,1,South,Relatively New,128.0,No,No,unfurnished,standard,Low Floor
house,sector 7,0.83,2.0,3,2,East,Old Property,524.0,No,No,unfurnished,basic,Mid Floor
house,sector 48,3.35,2.0,5,4,South,Moderately Old,6000.0,No,No,unfurnished,standard,Mid Floor
house,laxma,0.47,1.0,4,0,East,Moderately Old,1350.0,No,No,unfurnished,basic,Mid Floor
house,sector 7,1.2,2.0,4,2,North-East,Old Property,1072.0,No,No,unfurnished,basic,Mid Floor
house,sector 13,9.0,2.0,5,4,East,Old Property,900.0,No,No,unfurnished,basic,Mid Floor
house,sector 72,3.09,0.0,5,4,East,Relatively New,3653.0,Yes,No,unfurnished,standard,High Floor
house,sector 103,3.15,0.0,5,0,East,Relatively New,4700.0,No,No,unfurnished,standard,High Floor
house,sector 12,1.7,3.0,3,0,East,Old Property,200.0,No,No,unfurnished,basic,Low Floor
house,sector 9,1.65,1.0,3,0,North-East,Old Property,900.0,No,No,unfurnished,basic,Mid Floor
house,sector 92,0.85,1.0,4,3,East,Relatively New,1743.0,No,No,unfurnished,basic,Mid Floor
house,sector 105,0.74,2.0,3,0,East,Moderately Old,1000.0,No,No,unfurnished,basic,Low Floor
house,sector 3,0.4,2.0,1,0,South,Moderately Old,500.0,No,No,unfurnished,basic,Low Floor
house,sector 7,0.69,0.0,1,1,North-East,Old Property,758.0,No,No,unfurnished,basic,Low Floor
house,sector 6,0.85,0.0,2,0,North-East,Moderately Old,1222.0,No,No,unfurnished,basic,Mid Floor
house,sector 12,1.4,1.0,2,1,North-East,Old Property,1493.0,No,No,unfurnished,basic,Low Floor
house,sector 7,2.4,5.0,5,3,North,Old Property,2699.0,Yes,No,unfurnished,basic,Low Floor
house,sector 43,3.35,1.0,1,0,East,Old Property,1242.0,No,No,unfurnished,basic,Low Floor
house,sector 50,7.0,3.0,2,0,East,Moderately Old,2160.0,No,No,unfurnished,basic,Low Floor
house,sector 41,1.65,1.0,1,0,North,Moderately Old,1200.0,No,No,unfurnished,basic,Low Floor
house,sector 3,0.6,1.0,1,0,East,Moderately Old,1000.0,No,No,unfurnished,basic,Low Floor
house,sector 7,2.43,1.0,4,2,South-West,Old Property,345.0,No,Yes,unfurnished,standard,Mid Floor
house,sector 3,3.5,1.0,1,0,East,Moderately Old,3800.0,No,No,unfurnished,basic,Low Floor
house,sector 6,0.75,2.0,4,1,East,Moderately Old,713.0,No,No,unfurnished,standard,Mid Floor
house,sector 3,0.55,1.0,1,0,East,Moderately Old,750.0,No,No,unfurnished,basic,Low Floor
house,sector 28,0.7,2.0,2,0,North,Old Property,864.0,No,No,unfurnished,basic,Low Floor
house,sohna road,6.25,3.0,3,0,North,Moderately Old,8997.0,No,No,unfurnished,basic,Low Floor
house,sector 12,1.2,2.0,4,2,North,Relatively New,846.0,No,No,semifurnished,basic,Low Floor
house,sohna road,0.49,1.0,2,1,North,New Property,1150.0,No,No,unfurnished,basic,Mid Floor
house,sector 11,3.5,10.0,1,0,South,New Property,2250.0,No,No,unfurnished,basic,Low Floor
house,sector 26,4.5,2.0,5,4,North-East,Old Property,1350.0,No,No,unfurnished,basic,Low Floor
house,sector 37,1.16,1.0,1,0,East,Relatively New,1535.0,No,No,unfurnished,basic,Low Floor
house,sector 3,0.9,1.0,4,3,East,Moderately Old,3500.0,No,No,unfurnished,standard,Mid Floor
house,sector 5,0.96,2.0,4,2,North,Moderately Old,945.0,No,Yes,unfurnished,basic,Mid Floor
house,sohna road,1.35,1.0,5,4,North,Relatively New,1350.0,No,No,unfurnished,basic,Mid Floor
house,laxma,0.65,1.0,1,1,East,Moderately Old,500.0,No,No,unfurnished,basic,Mid Floor
house,sector 24,11.0,3.0,11,4,East,Old Property,5000.0,Yes,No,furnished,standard,Mid Floor
house,sector 14,4.6,1.0,1,0,East,Old Property,2250.0,No,No,unfurnished,basic,Low Floor
house,sector 43,1.9,1.0,3,4,West,Old Property,60.0,No,No,unfurnished,basic,Mid Floor
house,sector 11,2.5,5.0,4,3,East,Old Property,1850.0,No,Yes,unfurnished,basic,Low Floor
house,sector 54,2.0,1.0,9,3,North,Relatively New,60.0,Yes,No,semifurnished,basic,High Floor
house,sector 2,0.7,1.0,1,0,North,Moderately Old,900.0,No,No,unfurnished,basic,Low Floor
house,sector 81,0.89,1.0,1,0,East,Relatively New,1095.0,No,No,unfurnished,basic,Low Floor
house,sector 108,1.34,1.0,1,0,East,Relatively New,2680.0,No,No,unfurnished,basic,Low Floor
house,sector 12,1.7,2.0,5,3,East,Moderately Old,2000.0,No,No,unfurnished,basic,Mid Floor
house,sector 39,0.34,1.0,1,1,North-East,Relatively New,450.0,No,No,unfurnished,basic,Low Floor
house,sector 105,9.9,1.0,2,2,North,Moderately Old,2000.0,No,No,unfurnished,basic,Mid Floor
house,sector 3,0.4,2.0,4,4,East,New Property,450.0,No,No,semifurnished,basic,Mid Floor
house,sector 43,2.15,1.0,1,0,West,Moderately Old,1650.0,No,No,unfurnished,basic,Low Floor
house,sector 3,0.8,2.0,4,1,East,Moderately Old,981.0,No,No,unfurnished,basic,Low Floor
house,sector 24,2.6,1.0,4,4,East,Relatively New,1080.0,No,Yes,semifurnished,basic,Mid Floor
house,sector 12,2.0,2.0,5,2,East,Old Property,1350.0,No,No,unfurnished,basic,Mid Floor
house,sector 17,3.87,4.0,17,4,North-West,Relatively New,7500.0,No,Yes,unfurnished,standard,Mid Floor
house,sector 33,0.85,3.0,2,0,West,Relatively New,900.0,No,No,unfurnished,basic,Low Floor
house,sector 24,3.5,2.0,4,3,North-West,Old Property,1080.0,No,No,unfurnished,basic,Mid Floor
house,laxma,0.55,2.0,1,1,East,Moderately Old,75.0,No,No,unfurnished,basic,Low Floor
house,sector 28,1.39,1.0,2,1,North-East,Old Property,1450.0,No,Yes,unfurnished,standard,Mid Floor
house,sector 12,0.7,3.0,3,0,North-East,Relatively New,1160.0,No,No,unfurnished,basic,Low Floor
house,sector 8,0.59,1.0,2,2,East,Moderately Old,585.0,No,No,unfurnished,basic,Low Floor
house,sector 50,12.5,2.0,5,3,East,Moderately Old,3077.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 24,1.6,2.0,5,4,East,Old Property,540.0,No,No,unfurnished,basic,Mid Floor
house,sector 24,1.6,2.0,5,4,East,Old Property,540.0,No,No,unfurnished,basic,Mid Floor
house,sector 12,2.9,4.0,7,3,South-West,Old Property,2699.0,No,No,unfurnished,basic,Low Floor
house,sector 2,0.4,3.0,4,2,West,Moderately Old,900.0,No,No,unfurnished,basic,Low Floor
house,sector 39,1.7,1.0,2,4,North-East,Moderately Old,900.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 49,6.75,2.0,4,2,North,Old Property,3419.0,Yes,Yes,unfurnished,standard,Low Floor
house,sohna road,5.5,2.0,3,4,West,Moderately Old,3500.0,Yes,No,unfurnished,standard,Low Floor
house,sector 43,2.75,2.0,3,1,South-East,Moderately Old,1080.0,No,No,unfurnished,basic,Low Floor
house,sector 7,0.27,1.0,2,1,North-East,Moderately Old,225.0,No,No,unfurnished,basic,Low Floor
house,sector 3,0.7,2.0,3,1,North,Relatively New,999.0,No,Yes,unfurnished,basic,Low Floor
house,sohna road,0.95,3.0,10,4,North,New Property,1065.0,No,No,unfurnished,basic,Mid Floor
house,sector 26,8.1,1.0,5,2,East,Old Property,2294.0,No,No,unfurnished,standard,Mid Floor
house,sector 109,7.0,2.0,4,4,West,Relatively New,5398.0,No,No,semifurnished,premium,Low Floor
house,sector 104,0.6,4.0,3,1,North,Moderately Old,1170.0,No,No,unfurnished,basic,Low Floor
house,sector 2,0.65,2.0,2,1,North,Moderately Old,1125.0,No,Yes,unfurnished,basic,Low Floor
house,sector 17,7.2,4.0,4,2,East,Old Property,3780.0,Yes,Yes,unfurnished,basic,Low Floor
house,sector 12,1.5,2.0,5,2,East,Old Property,1350.0,No,No,unfurnished,basic,Mid Floor
house,sector 50,10.0,1.0,7,2,East,Moderately Old,7000.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 25,15.5,2.0,6,4,East,Moderately Old,4516.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 26,14.75,4.0,20,4,East,New Property,2843.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 26,20.0,4.0,20,4,North-East,New Property,4516.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 28,9.54,2.0,5,4,North,New Property,3239.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 25,10.55,2.0,6,4,East,Moderately Old,2699.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 26,17.3,2.0,7,4,North,New Property,4516.0,Yes,Yes,unfurnished,premium,Mid Floor
house,sector 2,3.65,3.0,9,4,West,New Property,1557.0,Yes,No,furnished,premium,Mid Floor
house,sector 26,18.9,2.0,8,2,North-East,Relatively New,4516.0,Yes,Yes,semifurnished,premium,Mid Floor
house,sector 41,9.0,3.0,5,4,North,Old Property,3239.0,Yes,Yes,unfurnished,basic,Mid Floor
house,sector 40,2.15,1.0,3,3,North-West,Moderately Old,900.0,No,Yes,unfurnished,standard,Mid Floor
house,sector 112,7.46,2.0,4,4,East,Relatively New,6350.0,Yes,No,unfurnished,standard,Low Floor
house,sector 49,6.75,4.0,12,4,West,Moderately Old,2114.0,No,No,unfurnished,standard,Mid Floor
house,sector 105,0.6,3.0,4,3,West,New Property,540.0,No,No,semifurnished,basic,Mid Floor
house,sector 50,3.99,1.0,5,4,North-East,New Property,4498.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 25,6.5,2.0,5,4,East,Old Property,1800.0,Yes,Yes,semifurnished,premium,Mid Floor
house,sector 17,6.95,2.0,4,4,East,Old Property,3500.0,Yes,Yes,unfurnished,basic,Low Floor
house,sector 109,7.0,2.0,5,4,South,Relatively New,6226.0,Yes,No,unfurnished,premium,Low Floor
house,sector 82,3.2,3.0,4,3,East,New Property,2159.0,Yes,Yes,unfurnished,standard,Low Floor
house,sector 47,8.81,3.0,6,4,East,Moderately Old,3239.0,Yes,No,semifurnished,basic,Mid Floor
house,sector 26,8.9,2.0,4,4,South-East,Old Property,2699.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 25,6.5,3.0,9,4,West,Old Property,1935.0,Yes,Yes,furnished,premium,Mid Floor
house,sector 45,4.49,3.0,9,4,North-West,Moderately Old,1836.0,No,No,furnished,premium,Mid Floor
house,sector 48,22.0,2.0,6,3,North,Moderately Old,8997.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 109,9.5,2.0,5,4,South,Relatively New,3599.0,Yes,Yes,unfurnished,premium,Low Floor
house,sector 14,4.15,2.0,4,2,North-West,Old Property,2249.0,No,No,semifurnished,standard,Low Floor
house,sector 23,2.9,2.0,4,3,East,Relatively New,2499.0,Yes,No,semifurnished,standard,Low Floor
house,sector 66,12.0,1.0,6,4,North-East,New Property,3149.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 72,8.5,0.0,6,4,East,Relatively New,6298.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 41,11.0,1.0,4,2,East,New Property,3239.0,Yes,No,semifurnished,standard,Mid Floor
house,laxma,1.9,2.0,3,2,North-East,Moderately Old,211.0,No,Yes,unfurnished,standard,Low Floor
house,sector 56,3.25,1.0,6,4,East,Relatively New,1512.0,No,No,semifurnished,basic,Mid Floor
house,sector 26,19.0,3.0,6,3,East,Relatively New,4516.0,Yes,No,semifurnished,premium,Low Floor
house,sector 55,5.6,2.0,4,3,East,Old Property,2699.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 43,2.55,1.0,3,2,West,Relatively New,1935.0,No,No,semifurnished,standard,Mid Floor
house,sector 23,2.4,2.0,3,2,North-East,Moderately Old,1999.0,No,Yes,unfurnished,standard,Low Floor
house,sector 48,18.5,4.0,4,1,North,Moderately Old,6997.0,No,No,unfurnished,standard,Low Floor
house,sector 26,26.0,4.0,16,4,North-West,New Property,3150.0,Yes,Yes,semifurnished,standard,Mid Floor
house,sector 10,1.7,1.0,1,2,East,Old Property,900.0,No,No,unfurnished,basic,Low Floor
house,sector 49,1.6,1.0,4,3,East,New Property,540.0,No,No,unfurnished,basic,Mid Floor
house,sector 103,4.35,2.0,4,4,North,Relatively New,3221.0,Yes,Yes,unfurnished,premium,Low Floor
house,sector 82,6.8,1.0,4,4,North-East,Relatively New,3239.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 55,4.6,2.0,3,4,North,Old Property,2159.0,Yes,Yes,semifurnished,standard,Low Floor
house,sector 2,2.9,2.0,4,3,North,Relatively New,1557.0,No,Yes,semifurnished,standard,Low Floor
house,sector 43,27.5,2.0,7,4,North-East,Relatively New,11282.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 27,8.0,2.0,9,3,North-East,Relatively New,3041.0,Yes,Yes,semifurnished,premium,Mid Floor
house,sector 43,2.25,2.0,11,4,West,New Property,3000.0,No,No,semifurnished,basic,Mid Floor
house,sector 57,8.31,1.0,6,4,North-East,Old Property,3437.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 57,6.21,2.0,6,4,North-East,Old Property,2699.0,Yes,Yes,unfurnished,standard,Mid Floor
house,sector 45,7.35,2.0,4,4,North-East,Old Property,2474.0,Yes,Yes,semifurnished,standard,Mid Floor
house,sector 25,4.5,2.0,3,2,East,Old Property,1350.0,No,Yes,unfurnished,basic,Mid Floor
house,sector 25,6.5,1.0,3,3,East,Moderately Old,1800.0,No,No,semifurnished,basic,Mid Floor
house,sector 48,7.35,2.0,5,2,South,Moderately Old,3221.0,Yes,Yes,semifurnished,luxury,Low Floor
house,sector 46,6.5,3.0,12,4,North-West,Relatively New,2366.0,No,No,semifurnished,standard,Mid Floor
house,sector 25,7.5,2.0,9,4,West,Relatively New,2367.0,Yes,No,furnished,luxury,Mid Floor
house,sector 46,5.5,3.0,8,4,North-East,Moderately Old,2384.0,No,No,semifurnished,standard,Mid Floor
house,sector 25,4.35,2.0,4,3,North,Old Property,1350.0,Yes,No,unfurnished,standard,Mid Floor
house,sector 2,2.75,2.0,3,3,North,Moderately Old,1557.0,No,No,unfurnished,basic,Low Floor
house,sector 26,18.0,2.0,6,2,North,Old Property,4516.0,Yes,No,semifurnished,standard,Mid Floor
house,sector 26,17.0,2.0,6,3,North-West,Old Property,4516.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 57,3.75,2.0,4,3,North-East,Moderately Old,1620.0,Yes,Yes,semifurnished,basic,Low Floor
house,sector 26,13.5,2.0,5,3,East,Old Property,4516.0,Yes,Yes,semifurnished,premium,Low Floor
house,sector 23,5.1,3.0,2,0,East,Old Property,3078.0,No,No,unfurnished,basic,Low Floor
house,sector 38,3.9,2.0,6,4,North-East,Moderately Old,1836.0,Yes,No,unfurnished,basic,Mid Floor
house,sector 109,6.25,2.0,4,4,East,Relatively New,5398.0,Yes,No,unfurnished,premium,Low Floor
house,sector 50,10.55,2.0,5,3,East,Moderately Old,3239.0,Yes,No,unfurnished,standard,Low Floor
house,sector 31,3.25,1.0,4,4,East,Moderately Old,1449.0,Yes,Yes,furnished,basic,Mid Floor
house,sector 31,9.25,3.0,12,4,North-East,New Property,2340.0,Yes,No,unfurnished,standard,Mid Floor
house,sector 70,6.0,2.0,4,3,North-East,New Property,2699.0,No,No,unfurnished,standard,Mid Floor
house,sector 24,5.25,2.0,4,4,East,Relatively New,1350.0,Yes,No,semifurnished,standard,Low Floor
house,sector 26,26.0,3.0,7,4,North-East,New Property,4543.0,Yes,No,semifurnished,premium,Low Floor
house,sector 50,5.88,3.0,9,4,East,Relatively New,2159.0,Yes,No,furnished,premium,Mid Floor
house,laxma,0.47,1.0,2,1,East,New Property,50.0,No,No,semifurnished,standard,Low Floor
house,sector 50,12.25,5.0,7,4,South-East,Relatively New,5848.0,Yes,No,unfurnished,luxury,Low Floor
house,sector 50,10.45,2.0,7,4,East,Moderately Old,3239.0,Yes,No,unfurnished,luxury,Mid Floor
house,sector 66,12.0,1.0,4,4,East,Relatively New,3239.0,Yes,Yes,furnished,luxury,Mid Floor
house,sector 48,6.4,1.0,4,3,West,Moderately Old,2700.0,Yes,Yes,semifurnished,luxury,Mid Floor
house,sector 46,4.35,3.0,8,2,North-East,Relatively New,1836.0,No,No,semifurnished,basic,Mid Floor
house,sector 2,2.95,2.0,4,4,North-West,Old Property,1845.0,No,No,semifurnished,basic,Low Floor
house,sector 2,3.0,2.0,4,4,South,Old Property,1557.0,No,No,semifurnished,basic,Mid Floor
house,sector 2,1.15,2.0,3,2,South-East,Old Property,594.0,No,No,semifurnished,basic,Low Floor
house,sector 26,8.25,3.0,12,4,North,New Property,1800.0,Yes,No,furnished,premium,Mid Floor
house,sector 26,13.5,2.0,5,2,East,Moderately Old,4516.0,Yes,No,semifurnished,premium,Low Floor
house,sector 25,15.0,2.0,5,3,West,Moderately Old,6400.0,Yes,No,semifurnished,premium,Low Floor
house,sector 43,5.5,3.0,7,4,East,Moderately Old,2850.0,Yes,No,semifurnished,premium,Mid Floor
house,sector 26,18.0,1.0,4,4,North,Moderately Old,4516.0,Yes,Yes,semifurnished,premium,Mid Floor
house,sector 26,5.8,2.0,3,2,East,Relatively New,1800.0,No,Yes,unfurnished,basic,Low Floor
house,sector 50,12.5,2.0,4,4,West,Relatively New,3060.0,Yes,No,semifurnished,luxury,Low Floor
house,sector 24,3.51,1.0,4,3,East,Under Construction,2843.0,Yes,Yes,semifurnished,luxury,Mid Floor
house,sector 5,3.5,2.0,5,2,North-East,Old Property,2250.0,Yes,No,semifurnished,luxury,Mid Floor
house,sector 109,9.4,2.0,6,4,North-East,Relatively New,3599.0,Yes,Yes,unfurnished,luxury,Low Floor
house,sector 50,10.3,2.0,6,4,East,Moderately Old,3239.0,Yes,Yes,unfurnished,luxury,Mid Floor
house,sector 109,6.0,2.0,4,4,North-East,Relatively New,2429.0,Yes,Yes,unfurnished,luxury,Low Floor
